participantGuid	resultString
4CAA20BE-77B7-4B45-8629-F1E3AFF98D66	"['F,19,1506653206.57791','B,37,1506653207.27823','FP,37,1506653209.53041','FP,429,1506653210.07946','FP,694,1506653210.53031','FP,1089,1506653210.8785','FP,1439,1506653211.1797','FP,1496,1506653211.46157','FP,1925,1506653211.7462','FP,2564,1506653212.02851','FP,3450,1506653212.313','FP,3950,1506653212.57838','FP,4465,1506653212.86312','FP,4793,1506653213.14535','FP,5623,1506653213.43001','FP,5655,1506653213.71199','P,5655,1506653213.74445','FP,6011,1506653213.98017','FP,6539,1506653214.26185','FP,6914,1506653214.5461','P,7504,1506653214.84422','FP,7504,1506653215.08068','FP,8345,1506653215.37891','FP,9041,1506653215.91365','FP,9089,1506653216.19569','FP,9491,1506653216.48033','FP,10536,1506653216.74567','FP,11255,1506653217.01391','FP,12032,1506653217.58068','FP,12616,1506653217.8291','FP,13229,1506653218.09722','P,14136,1506653218.41083','FP,14136,1506653218.63083','FP,14323,1506653218.91258','FP,14711,1506653219.19767','FP,14711,1506653219.47932','FP,14711,1506653219.76304','FP,14711,1506653220.04636','FP,14711,1506653220.34786','FP,14711,1506653220.62948','FP,14711,1506653220.91294','FP,14711,1506653221.21319','F,14748,1506653223.48125','F,14806,1506653224.12986','F,14918,1506653224.62985','F,15017,1506653225.04658','F,15092,1506653225.41299','F,15202,1506653225.76228','F,15325,1506653226.0956','F,15394,1506653226.39669','F,15448,1506653226.74566','F,15453,1506653227.097','F,15471,1506653228.3479','F,15489,1506653228.89713']"
5263E1B2-1F8A-4ED8-AF78-C18E301F23EE	
552F3EA4-0684-4D80-BEE7-838E24E76DD4	[]
580BB24D-9032-4D81-AE61-6F3EEDA856C3	"['TF,0,1507642477.63007','TB,0,1507642480.18667','TF,0,1507642482.97111','TBP,0,1507642485.90663','B,209,1507642500.53022','B,2056,1507642620.47271','P,2466,1507642652.95702','C,2466,1507642654.84122','P,2937,1507642684.39034','C,2937,1507642685.10501','P,7359,1507642945.59985','C,7359,1507642952.72296','B,8256,1507643006.31471','B,7920,1507643008.14873','P,9810,1507643130.92707','C,9810,1507643242.43298','P,12647,1507643407.70021','C,12647,1507643419.8211','P,14905,1507643555.75613','C,14905,1507643883.76661']"
58F41389-7A88-4D7F-8D67-4329E5DCF7E9	"['TB,0,1507691906.45596','TF,0,1507691910.68805','TBP,0,1507691913.35742','TFP,0,1507691915.90688','TPC,0,1507691918.00553']"
5990180A-C8CB-4507-A09E-E0FD1B63DFC4	
5AA48AE0-BBEC-4972-9480-F03B151CADF3	
5ACD66D1-49FE-4D59-8BE0-C8E28AD5E840	"['BG,0,1506899628.95536','FG,0,1506899646.39788','BG,0,1506900250.1292','FG,0,1506900676.37459','BG,0,1506901347.60933','FG,0,1506901654.41444','P,19,1506901767.14671','C,19,1506901767.81418','P,6289,1506902135.51614','BG,0,1506902137.66129','FG,0,1506902145.0396','C,6289,1506902191.61032']"
5BA168D1-F3C4-4826-B3AE-DFFD5F96F347	[]
5C721617-B205-4A2A-B598-ADEC8FB41153	
5F726E75-CBD4-45FF-A431-039149E0F756	"['TB,0,1516999516.49871','TF,0,1516999518.89546','TF,0,1516999521.91219','TBP,0,1516999525.34926','TFP,0,1516999527.46502','TPC,0,1516999530.09681']"
613EF8D0-A44F-454F-89B8-7B693796B34D	
62F631E4-0B58-4BDA-9F55-59FA78FB4EE1	"['B,3777,1506467884.15223','FP,3734,1506467887.23878']"
639D7B8F-4839-4BFD-8040-8701CAE4B21E	
66A715A9-38A8-4E38-AD76-FA1E82EDCE38	"['P,2839,1517179145.88537','C,2839,1517179156.76167','FP,9253,1517179540.76225','P,9554,1517179544.46152','C,9554,1517179548.34517','F,9595,1517179550.25101','F,9689,1517179552.10148','FP,9788,1517179554.62956','FP,10603,1517179558.62038','FP,11271,1517179559.88052','FP,12040,1517179560.91524','FP,12624,1517179561.97258','FP,13238,1517179562.99526','FP,14143,1517179563.99122','FP,14330,1517179565.06067','FP,14722,1517179566.34051','F,14733,1517179567.8823']"
686B6CB9-2E7D-49F6-A44A-E48F4480324D	"['TPC,0,1506921591.31206','TPC,0,1506921593.32833','TPC,0,1506921595.21176','P,161,1506921606.89916','C,161,1506921609.39745','F,227,1506921613.36454','F,332,1506921615.08186','F,439,1506921616.16375','F,552,1506921616.88482','F,694,1506921617.46409','F,905,1506921617.96428','F,1007,1506921618.37973','F,1089,1506921618.79617','F,1282,1506921619.18115','F,1439,1506921619.57944','FP,1458,1506921620.13092','FP,1496,1506921620.63306','FP,1925,1506921621.1729','FP,2573,1506921621.70025','FP,3450,1506921622.22931','FP,3950,1506921622.71646','FP,4469,1506921623.2167','FP,4793,1506921623.64984','FP,5623,1506921624.10018','FP,5655,1506921624.55014','FP,6015,1506921625.01684','FP,6539,1506921625.55024','FP,6914,1506921626.21696','FP,7504,1506921626.9173','FP,8354,1506921627.60056','FP,9041,1506921628.20051','FP,9089,1506921628.7602','FP,9491,1506921629.33387','FP,10536,1506921629.98451','FP,11263,1506921630.7345','FP,12032,1506921631.40113','FP,12620,1506921631.96766','FP,13238,1506921632.80163','FP,14143,1506921633.45142','FP,14327,1506921634.08482','FP,14714,1506921634.6517','FP,14714,1506921635.21835','FP,14714,1506921635.90151','FP,14714,1506921636.53519','FP,14714,1506921637.13496','FP,14714,1506921637.80204','FP,14714,1506921638.45241','F,14943,1506921653.02517','F,15023,1506921653.85296','F,15096,1506921654.48584','F,15211,1506921655.16928','F,15333,1506921655.98628','F,15403,1506921656.78617']"
687CB647-1B3F-4ECC-95C7-35829B390161	"['BG,0,1493930853.62046','FG,0,1493930856.4668','TB,0,1493931180.95917','TF,0,1493931183.00956','TPC,0,1493931185.09165','TBP,0,1493931187.24478','TFP,0,1493931189.76184','TBP,0,1493931191.94586','TPC,0,1493931194.14279','B,101,1493931202.96246','B,569,1493931235.76671','FP,1282,1493931284.04176','BP,1575,1493931292.50945','BP,1469,1493931294.82753','BG,0,1493931422.3905','FG,0,1493931425.87129','F,3619,1493931439.63981','P,4523,1493931487.58083','C,4523,1493931488.09507','BG,0,1493931496.75313','FG,0,1493931497.53673','P,4684,1493931498.39543','C,4684,1493931498.99665','FP,5467,1493931545.00547','FP,8209,1493931702.34433','P,9377,1493931766.3496','C,9377,1493931767.47204','P,10333,1493931824.33682','C,10333,1493931824.78388','P,12632,1493931956.45118','C,12632,1493931957.38157','P,14488,1493932068.21474','C,14488,1493932068.64536']"
69AB6A98-3213-440C-8E09-7AB36117CE6D	
6D0ACCDD-E700-4E61-ACF7-717A28A811E1	"['F,4126,1517198275.36313','F,4159,1517198276.37953','F,4228,1517198277.06296','F,4371,1517198277.67948','FP,4864,1517198300.65079','FP,8252,1517198457.85974','FP,8345,1517198458.27491','FP,9041,1517198458.64321','FP,9089,1517198458.95801','FP,9491,1517198459.29355','FP,10536,1517198459.59162','FP,11255,1517198459.92619','FP,12032,1517198460.46002','FP,12624,1517198461.31151','FP,13229,1517198461.7424','FP,14136,1517198462.15869','FP,14327,1517198462.67591','FP,14714,1517198463.25987','FP,14722,1517198464.06004','F,14744,1517198466.25987','F,14902,1517198471.54266','F,14923,1517198472.11338','F,15017,1517198472.47458','F,15092,1517198472.82447','F,15202,1517198473.19166','F,15325,1517198473.60821']"
6D4B77EF-D842-4101-AE4E-FDD5A67464B7	"['BG,0,1516929286.54118','FG,0,1516930614.79446','BG,0,1516930615.08017','FG,0,1516931112.75614','TPC,0,1516931656.95823','TB,0,1516931658.90666','TF,0,1516931660.80704','TBP,0,1516931663.67423','TF,0,1516931665.59141','TFP,0,1516931668.94192','P,1378,1516931750.52973','C,1378,1516931835.0519','P,1814,1516931861.81148','C,1814,1516931869.62085','P,2535,1516931912.58823','C,2535,1516931941.30881','P,3261,1516931984.67859','BG,0,1516932101.32011','FG,0,1516932107.83702','P,3504,1516932120.60234','BP,3504,1516932152.18537','P,2599,1516932154.18389','C,2599,1516932157.88683','B,3777,1516932227.70618','BG,0,1516932288.053','FG,0,1516932292.2519','BG,0,1516932427.95191','FG,0,1516932430.31232','B,10267,1516932624.96636','BG,0,1516932886.09276','FG,0,1516932889.27895']"
71DCB15B-1C2C-41AE-9197-A663D2DE390E	
755E9B85-44A6-48F9-81E7-C5E8AEC982AC	
797EB777-3A85-4C16-8C8E-CF76E6848A3B	[]
7C3ADEDB-4C36-4147-96D3-5D5603169D82	"['TB,0,1494429858.20107','TB,0,1494429860.85196','TF,0,1494429863.34746','TPC,0,1494429865.58075','P,14905,1494430751.65749','P,14915,1494430751.77233','C,14915,1494430756.98799']"
7E5C0BD1-0771-49BA-B7F7-827FBAD8EB75	[]
7E63890D-E67F-4A0C-8345-C8855F2D647C	
7E6A3DF6-B333-4C34-8439-60D0F1A80F5E	"['TPC,0,1516996502.35076','TPC,0,1516996504.12018','B,0,1516996506.30402','F,0,1516996507.01865','P,19,1516996507.8526','F,19,1516996508.5685','B,27,1516996509.15092','P,27,1516996510.99977','C,27,1516996514.53606']"
8030040F-D2D4-41F1-8A42-F6F8F1486C73	[]
81CC993C-6951-4B08-BA98-87CF02DE7708	"['TB,0,1517076210.67893','TF,0,1517076212.69304','TPC,0,1517076214.94081','TFP,0,1517076217.17744','TBP,0,1517076219.92765','BP,175,1517076232.92829','B,4262,1517076484.12048','P,4168,1517076485.78735','C,4168,1517076486.23428']"
829FAB90-DE50-4E97-981B-89363728497F	
83CCB0EC-239A-4366-AF65-A7BDF07A1BD2	
84F7D5DD-AD1A-43EC-A4CA-17CEA95DB508	"['TPC,0,1493851213.65934','TPC,0,1493851215.19077','TBP,0,1493851217.17437','TFP,0,1493851219.69232','TB,0,1493851222.40996','TB,0,1493851224.79449','TF,0,1493851227.21343']"
891CA797-A436-4D5E-AF8E-412704CE0579	"['BG,0,1517190410.5098','FG,0,1517190410.94203']"
895C556E-EA3E-474F-896E-4BCF1834ABC8	"['FP,128,1507585529.33233','FP,453,1507585531.14836','FP,694,1507585531.89867','FP,1096,1507585532.63208','FP,1439,1507585533.29824','FP,1496,1507585533.98209','FP,1931,1507585534.68243','FP,2577,1507585535.42945','FP,3457,1507585536.11616','FP,3956,1507585536.78214','FP,4475,1507585537.49851','FP,4800,1507585538.20447','FP,5623,1507585538.86594','FP,5662,1507585539.53264','FP,6015,1507585540.08236','FP,6539,1507585540.61553','FP,6914,1507585541.09875','FP,7504,1507585541.56548','FP,8345,1507585541.99941','FP,9041,1507585542.41561','FP,9089,1507585542.83076','FP,9491,1507585543.24743','FP,10536,1507585543.68283','FP,11255,1507585544.11578','FP,12023,1507585544.56412','FP,12620,1507585545.19995','FP,13238,1507585545.99918','FP,14143,1507585546.67288','FP,14330,1507585547.44949','FP,14714,1507585548.1802','FP,14733,1507585549.69971','FP,14714,1507585550.31661']"
89D589AC-D35B-4524-8707-15194794827C	"['BG,0,1498504352.60867','FG,0,1498505222.5555','BG,0,1498505361.85686','FG,0,1498505377.59759','BG,0,1498505379.00667','FG,0,1498505379.36261','TB,0,1498505797.29455','TF,0,1498505799.18022','TPC,0,1498505801.96457','TBP,0,1498505804.4815','TFP,0,1498505807.46665','BG,0,1498505928.53436','FG,0,1498505934.97596','P,3865,1498506042.84025','C,3865,1498506044.16003','BG,0,1498506260.97122','FG,0,1498508673.70733','BG,0,1498508675.90642','FG,0,1498509709.92703','B,7628,1498509716.46016','B,7517,1498509717.73677','P,7326,1498509719.80825','C,7326,1498509722.84201','P,7355,1498509724.41089','FP,7355,1498509725.60897','FP,7514,1498509726.50905','FP,8366,1498509727.89324','FP,9054,1498509729.12527','F,9101,1498509729.81103','P,9332,1498509729.9427','C,9332,1498509731.24638','FP,9340,1498509731.64524','FP,9491,1498509732.17809','FP,10536,1498509732.62752','F,11259,1498509733.16246','FP,11389,1498509733.56126','FP,12032,1498509734.04607','FP,12624,1498509735.01353','FP,13229,1498509735.49542','F,14132,1498509735.59543','FP,14179,1498509735.96379','F,14327,1498509736.46254','F,14579,1498509737.51468','FP,14649,1498509738.48202','P,14649,1498509738.5491','C,14649,1498509738.6469','P,14714,1498509739.13316','C,14714,1498509739.58381','F,14722,1498509739.96587','F,14722,1498509740.01638','F,14923,1498509740.86661','P,15014,1498509740.99895','FP,15014,1498509741.75037','FP,15023,1498509742.2842','FP,15023,1498509742.88394','FP,15023,1498509743.50118','F,15023,1498509744.16776','P,15023,1498509744.25315','F,15023,1498509744.80176','F,15202,1498509745.40148','F,15325,1498509745.86754','F,15394,1498509746.35233','F,15448,1498509746.78469','F,15453,1498509747.21959','F,15463,1498509747.66973','F,15471,1498509748.11995','F,15471,1498509748.56981','F,15489,1498509748.99443','F,15493,1498509749.38759','F,15500,1498509749.77207','F,15509,1498509750.13731','F,15516,1498509750.53759','FP,15531,1498509751.172','P,15453,1498509752.15678','F,15453,1498509752.7229','FP,15453,1498509753.32265','FP,15448,1498509753.94001','F,15448,1498509754.53982','P,15471,1498509755.99124','C,15471,1498509757.10943','F,15500,1498509758.27485']"
8A0DED93-E062-4E30-A8BB-71EFB47BD84D	"['BG,0,1517116309.66658','FG,0,1517116350.74229','BG,0,1517116359.62734','FG,0,1517116843.07506','BG,0,1517117711.86328','FG,0,1517117720.45143','BG,0,1517117834.89019','FG,0,1517117878.69289','TF,0,1517117916.30084','TB,0,1517117918.90132','TFP,0,1517117923.98701','BG,0,1517118273.95408','FG,0,1517118277.33639','BG,0,1517118539.84637','FG,0,1517118543.13596','F,10184,1517118549.1947','P,11319,1517118611.58505','C,11319,1517118612.26775','P,15343,1517118850.19886','C,15343,1517118850.86672']"
8BCFF57F-6B8A-4D41-B607-B48A24A0E6E5	
8F0A0B42-F1BA-4C25-B573-E8168BA80019	[]
8F2E64AF-B254-4A18-8573-407D941F9EF9	"['TPC,0,1509054948.47492','TPC,0,1509054951.33275','TF,0,1509054953.01862','TF,0,1509054955.95104','TF,0,1509054958.73407','TB,0,1509054961.31716','TFP,0,1509054963.2672','TBP,0,1509054966.43435','B,1118,1509055033.20628','P,6889,1509055378.98728','C,6889,1509055380.21542','F,11380,1509055646.89548','F,11487,1509055653.45429','F,11812,1509055661.34345','P,12079,1509055675.71148','C,12079,1509055677.13949','F,12295,1509055688.76194']"
91ED2E05-7A39-4249-8504-0DDB64E5E27F	"['TF,0,1493756240.20148','TB,0,1493756243.79677','TPC,0,1493756246.23097','TBP,0,1493756248.83177','TF,0,1493756250.78362','P,3888,1493756479.62077','C,3888,1493756481.05273','P,4338,1493756506.93812','C,4338,1493756507.85492','P,11303,1493756921.19237','C,11303,1493756922.79377']"
9686307D-3611-49E8-B59F-75D853CA7BC9	[]
99C2B78D-7235-4F34-AB22-D316CE659E7B	"['TB,0,1506879580.04615','TB,0,1506879582.23056','TF,0,1506879584.22652','TFP,0,1506879586.64485','TBP,0,1506879588.84335','TB,0,1506879588.89464','TPC,0,1506879592.80628','P,709,1506879636.08315','C,709,1506879637.28201','F,5250,1506879903.05828','B,5825,1506879916.8323','F,5780,1506879918.45047','F,8069,1506880052.47016','F,10348,1506880188.7409','F,12234,1506880288.35207','B,14722,1506880433.23469']"
9B401520-66C3-49B0-8DB7-AC8FF801F384	"['F,101,1493925961.27173','P,260,1493925963.72493','B,260,1493925965.77267','P,11380,1493926632.64752','P,11398,1493926633.58519','C,11398,1493926678.9037']"
A31493FE-0129-4E44-B15B-04BF3D609351	"['F,268,1508259910.25883','BG,0,1508260389.17428','FG,0,1508260391.66789']"
A32F06B7-6A5C-4630-8C60-FCD9678650B0	"['TB,0,1506986513.12374','TB,0,1506986515.50683','TF,0,1506986517.72339','P,5175,1506986820.73733','C,5175,1506986823.13682']"
A36B261D-F88F-4EFC-8A2F-E5C7DAB1845F	
A52955B9-2887-462B-8511-2C9B89832F82	"['BG,0,1494018406.17996','FG,0,1494026234.13678','TB,0,1494026819.19676','TF,0,1494026821.76289','TB,0,1494026823.89896','TBP,0,1494026826.89798','TFP,0,1494026828.9376','TPC,0,1494026832.11491','BG,0,1494026983.86088','FG,0,1494026991.02249','BG,0,1494027100.23144','FG,0,1494027105.92714','BG,0,1494027168.58078','FG,0,1494027172.44157','B,5585,1494027185.57719','P,7191,1494027322.90343','C,7191,1494027323.53402','BG,0,1494027494.91783','FG,0,1494027580.73818','F,10065,1494027586.88647']"
A599C014-F6DC-42C1-BFB6-2A14D9A02C43	
A74ADC95-4FBE-4067-A9C5-6B8F7CEF5DEB	"['BG,0,1506648459.90083','FG,0,1506648461.63008','P,2821,1506648806.51675','C,2821,1506648807.15084','F,2839,1506648808.41588','F,2849,1506648808.81567','F,2949,1506648809.36637','F,3245,1506648809.71584','F,3450,1506648810.11617','F,3552,1506648810.44989','F,3691,1506648810.78309','F,3777,1506648811.09966','P,3865,1506648811.42006','C,3865,1506648811.75103','P,3865,1506648812.09918','C,3865,1506648812.31569','P,3876,1506648812.54975','C,3876,1506648812.7655','F,3876,1506648812.93321','F,3932,1506648813.20314','F,3950,1506648813.4833','F,4046,1506648813.76521','F,4145,1506648814.04862','F,4220,1506648814.3166','F,4366,1506648814.56801','F,4465,1506648814.83206','F,4684,1506648815.06551','F,4764,1506648815.29926','F,4793,1506648815.51494','F,4898,1506648815.73213','F,5086,1506648815.94913','F,5623,1506648816.15051','F,5636,1506648816.36562','F,5655,1506648816.56562','F,5752,1506648816.78403','F,5822,1506648816.99875','F,6011,1506648817.19864','F,6132,1506648817.41586','F,6208,1506648818.60131','F,6315,1506648818.81741','F,6352,1506648819.03263','F,6539,1506648819.23208','F,6780,1506648819.4322','F,6914,1506648819.63281','F,7071,1506648819.84883','F,7205,1506648820.04947','F,7296,1506648820.24899','F,7504,1506648820.44956','F,7568,1506648820.64923','F,7670,1506648820.84918','F,7793,1506648821.06614','F,7902,1506648821.26561','F,8127,1506648821.49928','F,8280,1506648821.69978','F,8345,1506648821.91604','F,8488,1506648822.14978','F,8579,1506648822.36624','F,8696,1506648822.56596','F,8826,1506648822.79942','F,9041,1506648823.03429','F,9054,1506648823.25135','F,9089,1506648823.46604','F,9332,1506648823.666','F,9491,1506648823.9001','F,9667,1506648824.13486','F,9746,1506648824.33325','F,9909,1506648824.56841','F,9979,1506648824.78372','F,10028,1506648824.98351','F,10133,1506648825.21681','F,10240,1506648825.43362','F,10333,1506648825.68362','F,10536,1506648825.89975','F,10730,1506648826.11643','F,10835,1506648826.35164','F,10923,1506648826.58511','F,11033,1506648826.83333','F,11255,1506648827.05002','F,11389,1506648827.26718','F,11482,1506648827.48384','F,11660,1506648827.70045','F,11830,1506648827.91707','F,11909,1506648828.15198','F,12023,1506648828.36741','F,12142,1506648828.56684','F,12305,1506648828.78399','F,12382,1506648829.00017','F,12541,1506648829.21926','F,12616,1506648829.43376','F,12781,1506648829.66797','F,12950,1506648829.8837','F,13138,1506648830.11768','F,13226,1506648830.33375','F,13402,1506648830.56727','F,13575,1506648830.80087','F,13743,1506648831.01724','F,13890,1506648831.23426','F,13950,1506648831.46726','F,14034,1506648831.70246','F,14136,1506648831.9179','F,14176,1506648832.15108','F,14219,1506648832.40278','F,14319,1506648832.63476','F,14562,1506648832.88584','F,14637,1506648833.11789','F,14711,1506648833.36787','F,14806,1506648833.61813','F,14918,1506648833.8695','F,15017,1506648834.1013','F,15092,1506648834.35279','F,15202,1506648834.62039','F,15321,1506648834.85175','F,15394,1506648835.08644','F,15445,1506648835.33623','F,15448,1506648835.6366','F,15453,1506648836.15771','F,15467,1506648836.45085','F,15493,1506648837.93656','F,15500,1506648838.20363','F,15500,1506648838.47034']"
A7EA9F17-0D8B-4852-BDE1-601A4E3DCEA9	[]
A8074511-0CDE-402B-B117-44D267F5DEC1	"['TB,0,1507061188.63031','TFP,0,1507061191.82712','P,2556,1507061343.97387','BG,0,1507061344.25558','FG,0,1507061349.04386','BG,0,1507061386.38903','FG,0,1507061489.12838','BG,0,1507061529.71443','FG,0,1507061544.53598','F,3206,1507061560.31999','BG,0,1507061590.65644','FG,0,1507061631.59642','F,4356,1507061665.91839','F,4431,1507061669.55053','F,4475,1507061670.30028','F,4688,1507061670.90011','F,4770,1507061671.41705','F,4793,1507061671.90058','F,4901,1507061672.3337','F,5093,1507061673.36504','F,5623,1507061673.95045','F,5642,1507061674.39815','F,5655,1507061674.79919','F,5752,1507061675.16551','F,5825,1507061675.49903','F,6011,1507061675.80086','BG,0,1507061733.44897','FG,0,1507061976.83744','F,7135,1507061978.5313','F,7232,1507061980.18234','F,7304,1507061980.91593','F,7504,1507061981.54896','F,7571,1507061982.34678','F,7682,1507061983.41585','FP,7861,1507061987.11823','FP,8381,1507061989.41799','FP,9041,1507061990.26855','FP,9106,1507061991.45178','FP,9501,1507061992.43545','FP,10536,1507061993.30012','FP,11263,1507061994.13578','FP,12032,1507061994.95197','FP,12624,1507061995.69928','FP,13229,1507061996.3353','FP,14136,1507061996.88537','FP,14327,1507061997.46883','FP,14714,1507061997.95202','FP,14714,1507061998.46927','FP,14714,1507061999.03572','FP,14714,1507061999.6361','FP,14714,1507062000.30235','F,14820,1507062007.55089','P,14923,1507062008.83868','F,14923,1507062009.4672','F,15023,1507062010.13413','F,15096,1507062010.66776','F,15202,1507062011.10128','F,15325,1507062011.50077','F,15394,1507062011.85096','F,15445,1507062012.23203','F,15453,1507062012.73423','F,15471,1507062013.85113','F,15509,1507062015.61834']"
AC76A6DE-96E0-4A1A-A6EA-45B7C922DF21	
AD8D733D-E162-43B1-9387-F68CDC60EF63	
AE562EE6-1CD9-496B-87D2-4100A83006FE	"['BG,0,1511890609.14938','FG,0,1511890611.14277','TB,0,1511890627.12657','TB,0,1511890629.44413','TF,0,1511890631.62714','TBP,0,1511890633.77861','TFP,0,1511890636.51195','TPC,0,1511890638.69326','FP,3856,1511890865.41968','BP,4038,1511890871.05296']"
AFAAB5DD-E78F-46BB-B711-D560D96EEAAE	"['B,19,1507299765.85432','F,0,1507299766.57071','P,68,1507299770.73968','C,68,1507299771.48476']"
AFE40A42-0C72-4E51-84E6-7C5C10FDB489	"['TB,0,1506469816.24467','TF,0,1506469818.55976','TPC,0,1506469820.94366','TBP,0,1506469824.21216','TFP,0,1506469826.48304','P,4228,1506470078.58132','C,4228,1506470080.01719','P,11239,1506470497.06531','C,11239,1506470498.3635']"
B0447EDF-6A87-4710-BADE-8DEF4E9CB0E6	"['TB,0,1493853796.7151','TF,0,1493853798.74667','TF,0,1493853801.16393','TPC,0,1493853804.36348','TFP,0,1493853807.19914','TBP,0,1493853809.36879','BG,0,1493853987.70346','FG,0,1493854092.41201','B,2803,1493854101.97361','BG,0,1493854162.9498','FG,0,1493854167.69549','F,3632,1493854170.8695','BG,0,1493854264.33533','FG,0,1493854268.01614','F,5296,1493854274.4867']"
