participantGuid	resultString
DC7F0BB6-E473-4DE9-AAC9-100EFD732D66	"['TF,0,1494202378.61548','TF,0,1494202381.23241','TF,0,1494202384.33252','TF,0,1494202387.04776','TF,0,1494202391.6628','TF,0,1494202395.48385','TF,0,1494202398.31609','TPC,0,1494202400.67862','TPC,0,1494202403.07953','TPC,0,1494202405.21365','TPC,0,1494202406.9515','TPC,0,1494202409.41689','TPC,0,1494202411.40106','TF,0,1494202413.40012','TF,0,1494202415.45148','TBP,0,1494202418.38439','TF,0,1494202421.77069','TF,0,1494202421.81531','B,0,1494202425.63109','P,1,1494202426.85043','F,1,1494202428.50374','F,87,1494202432.78668','BP,386,1494202442.64298']"
E3AA8BA8-358F-466B-8E65-CE4E6885E39F	
E5905C80-513D-446B-B818-1123B729B386	"['TB,0,1501687442.08714','TF,0,1501687445.0197','TPC,0,1501687447.27858','TBP,0,1501687450.06942','TFP,0,1501687453.31722']"
E6C0F7B2-FB0F-4CC4-9654-6554276E2FEB	"['P,140,1506528163.70486','C,140,1506528164.4545','F,146,1506528164.9708','F,220,1506528165.45536','B,312,1506528165.93798','B,220,1506528166.42125','F,27,1506528166.92212','P,795,1506528202.01162','C,795,1506528202.94282','B,840,1506528205.47522','B,552,1506528206.00882','B,433,1506528207.07456','F,312,1506528207.95886','F,423,1506528208.54148','F,552,1506528208.94095','F,690,1506528209.32413','F,905,1506528209.65722','F,1007,1506528209.97482','F,1089,1506528210.29029','F,1282,1506528210.60713','F,1439,1506528210.90854','F,1452,1506528211.20699','F,1492,1506528211.49051','F,1583,1506528211.77371','F,1645,1506528212.04048','F,1844,1506528212.32412','F,1925,1506528212.60735','F,2036,1506528212.90828','F,2074,1506528213.19046','F,2163,1506528213.47433','F,2306,1506528213.77395','F,2369,1506528214.05725','F,2515,1506528214.3584','F,2564,1506528214.65742','F,2680,1506528214.94059','F,2849,1506528215.24152','F,2949,1506528215.524','F,3245,1506528215.80792','F,3450,1506528216.10734','F,3552,1506528216.39078','F,3685,1506528216.67408','F,3777,1506528216.94198','F,3865,1506528217.25746','F,3932,1506528217.54191','F,3950,1506528217.87697','F,4054,1506528218.92545','F,4145,1506528219.37541','F,4220,1506528219.74111','F,4371,1506528220.0576','F,4469,1506528220.37424','F,4684,1506528220.69094','F,4764,1506528220.99225','F,4793,1506528221.30765','F,4901,1506528221.60773','F,5086,1506528221.92446','F,5623,1506528222.22559','F,5636,1506528222.54115','F,5655,1506528222.85767','F,5752,1506528223.15783','F,5825,1506528223.47445','F,6011,1506528223.75801','F,6135,1506528224.05796','F,6208,1506528224.37507','F,6315,1506528224.69251','F,6355,1506528225.00797','F,6539,1506528225.29148','F,6780,1506528225.59353','F,6914,1506528225.92462','F,7071,1506528226.20878','F,7205,1506528226.49143','F,7296,1506528226.79149','F,7504,1506528227.09139','F,7571,1506528227.40814','F,7670,1506528227.70812','F,7798,1506528228.02472','F,7902,1506528228.32478','F,8127,1506528228.62482','F,8280,1506528228.94286','F,8345,1506528229.24156','F,8493,1506528229.52619','F,8579,1506528229.80818','F,8699,1506528230.10859','F,8826,1506528230.3918','F,9041,1506528230.6589','F,9054,1506528230.95848','F,9089,1506528231.24163','F,9332,1506528231.50855','F,9491,1506528231.79183','F,9667,1506528232.09313','F,9746,1506528232.37516','F,9909,1506528232.65971','F,9979,1506528232.95852','F,10031,1506528233.24288','F,10130,1506528233.54211','F,10240,1506528233.84285','F,10333,1506528234.14215','F,10536,1506528234.44194','F,10730,1506528234.74219','F,10839,1506528235.02649','F,10923,1506528235.30873','F,11033,1506528235.60862','F,11255,1506528235.8921','F,11389,1506528236.16011','F,11482,1506528236.44208','F,11663,1506528236.72663','F,11834,1506528236.99217','F,11909,1506528237.25928','F,12023,1506528237.54221','F,12142,1506528237.84213','F,12305,1506528238.1601','F,12382,1506528238.49222','F,12941,1506528265.17865','F,12950,1506528265.52734','F,12950,1506528265.86323','F,13229,1506528266.14473','F,13402,1506528266.42741','F,13575,1506528266.72742','F,13743,1506528266.99417','F,13893,1506528267.26086','F,13950,1506528267.52794','F,14034,1506528267.81193','F,14136,1506528268.09462','F,14176,1506528268.34732','F,14219,1506528268.61199','F,14323,1506528268.87776','F,14562,1506528269.12764','F,14637,1506528269.39529','F,14705,1506528269.67883','F,14851,1506528272.24581','F,14918,1506528272.61235','F,15017,1506528272.87775','F,15092,1506528273.16129','F,15202,1506528273.41123','F,15321,1506528273.64495','F,15436,1506528277.12916']"
E7115FC5-51A5-4CC6-BAB4-FB8B18BBDF6C	"['TPC,0,1507247659.66509','TB,0,1507247661.38826','TF,0,1507247664.05885','TBP,0,1507247667.16265','TFP,0,1507247670.12208','TBP,0,1507247673.01715','TPC,0,1507247675.41615','TPC,0,1507247677.90952','TB,0,1507247679.44531','B,1249,1507247752.56976','B,2839,1507247860.36065','P,2849,1507247870.08929','C,2849,1507247873.94209','B,8764,1507248229.77938','B,9041,1507248259.29785','B,9060,1507248260.84891','B,9054,1507248261.53655','B,9077,1507248276.15315','B,9054,1507248276.53527','B,10357,1507248366.18287','B,12638,1507248504.94176']"
E7F2761B-C45B-47C1-AC52-C778B0DAE3BE	"['TB,0,1493825653.09593','TF,0,1493825655.70944','TPC,0,1493825657.79404','TBP,0,1493825661.36134','TPC,0,1493825663.5941','P,146,1493825674.74616','C,146,1493825677.77833','P,146,1493825677.96441','B,146,1493825679.02864','P,14270,1493826516.29914','C,14270,1493826583.22096']"
EE1B994B-4366-4225-98B7-7C0535C65773	"['TB,0,1508434186.35932','TF,0,1508434188.84411','TBP,0,1508434191.111','TFP,0,1508434193.66331','TBP,0,1508434196.09476','TPC,0,1508434198.8778','F,1433,1508434283.73288','B,1469,1508434284.84958','B,4192,1508434449.625']"
EE1D020A-5A45-48F1-AC3B-BC585044E2AD	"['TB,0,1507067193.78783','TF,0,1507067196.43448','TBP,0,1507067200.50343','TFP,0,1507067202.80316','TPC,0,1507067206.8186']"
EE8F7D38-BDC0-422A-90B2-27344F52B4EF	"['TFP,0,1516996758.92416','TBP,0,1516996761.91777','TF,0,1516996764.01684','TB,0,1516996766.01615','TPC,0,1516996768.38395','TFP,0,1516996771.21629']"
EF9D51F9-0557-4E25-B9CD-F7C8103E01F5	"['TB,0,1517201150.45277','TF,0,1517201152.36593','TB,0,1517201154.71657','TB,0,1517201157.00079','TB,0,1517201159.8665','TF,0,1517201162.21651','TB,0,1517201164.73463','TF,0,1517201167.61808','TF,0,1517201170.08373','TF,0,1517201172.16724','TB,0,1517201174.96856','TF,0,1517201177.55118','B,282,1517201197.68575','F,27,1517201198.40275','F,220,1517201198.919','F,312,1517201199.64863','F,429,1517201200.27588','F,552,1517201200.81899','F,694,1517201201.30246','F,905,1517201201.75257','FP,1007,1517201202.20441','FP,1089,1517201202.65449','FP,1439,1517201203.15448','FP,1496,1517201203.60431','FP,1925,1517201204.05466','FP,2564,1517201204.50444','FP,3450,1517201204.98797','FP,3950,1517201205.43825','FP,4469,1517201205.89186','FP,4793,1517201206.3377','FP,5623,1517201206.78806','FP,5655,1517201207.18839','FP,6015,1517201207.60455','FP,6810,1517201222.99645','FP,6914,1517201223.32253','FP,7504,1517201223.6559','P,8345,1517201224.00754','FP,8345,1517201224.2729','FP,9041,1517201224.58916','FP,9089,1517201224.88956','FP,9491,1517201225.18721','FP,10536,1517201225.52265','FP,11255,1517201225.85598','FP,12023,1517201226.18934','FP,12624,1517201226.82245','FP,13229,1517201227.15619','FP,14136,1517201227.52239','FP,14323,1517201227.87286','FP,14711,1517201228.20454','FP,14711,1517201228.57271','FP,14711,1517201228.95619','FP,14711,1517201229.33932','FP,14714,1517201229.77293','F,14987,1517201246.47222','F,15023,1517201247.14569','F,15096,1517201247.65783','F,15202,1517201248.0225','F,15325,1517201248.33913','F,15394,1517201248.63907','F,15445,1517201248.97218','F,15453,1517201249.55623']"
F04B766F-8D9B-482D-810B-9E17FCBA0C0B	"['BG,0,1493862866.0292','FG,0,1493862991.36288','BG,0,1493863091.0046','FG,0,1493863120.30464','BG,0,1493863134.54282','FG,0,1493864074.29175','BG,0,1493864230.40549','FG,0,1493865746.68507','BG,0,1493865836.87759','FG,0,1493866789.30188','BG,0,1493866988.6987','FG,0,1493867043.01225','B,1044,1493867051.20353','BG,0,1493867117.74962','FG,0,1493867121.66037','F,2061,1493867131.25853','BG,0,1493867613.74086','FG,0,1493867618.52176','F,10267,1493867622.29235','BG,0,1493867785.77356','FG,0,1493867789.92742','F,13216,1493867792.59765']"
F3C8412F-F29E-452F-B1C4-4327A33ADFB4	"['TB,0,1494035980.47549','TF,0,1494035982.37286','TPC,0,1494035984.82602','TBP,0,1494035986.55744','TF,0,1494035988.52507','TBP,0,1494035991.55849','TF,0,1494035993.72453','TB,0,1494035996.37491','TFP,0,1494035999.47576']"
F7D1C123-A4D9-4E7D-ABB4-BB2315A5018D	
F849A99C-397F-4D8A-BDD4-D820C55A570D	"['P,1991,1507051124.9819','C,1991,1507051126.78089','FP,2556,1507051160.25176','FP,2564,1507051160.60079','FP,3450,1507051160.90015','P,3946,1507051160.96419','FP,3946,1507051161.20013','FP,4475,1507051161.80209','FP,4793,1507051162.11757','P,4793,1507051162.16626','FP,5623,1507051162.40078','P,5623,1507051162.45191','C,5623,1507051162.46449','FP,5655,1507051162.70165','FP,6011,1507051163.00054','P,6011,1507051163.14653','FP,6011,1507051163.28544','C,6011,1507051163.33513','P,6011,1507051163.35758','FP,6011,1507051163.58578','C,6011,1507051163.63434','FP,7504,1507051163.88404','FP,8345,1507051164.16898','FP,9041,1507051164.45081','FP,9089,1507051164.75211','FP,9491,1507051165.03562','P,9491,1507051165.08475','FP,10536,1507051165.33588','FP,11255,1507051165.6197','FP,12023,1507051165.90086','FP,12616,1507051166.20114','FP,13229,1507051166.46782','F,13229,1507051166.51799','FP,14179,1507051166.76776','P,14319,1507051167.06915','FP,14319,1507051167.31938','FP,14711,1507051167.6208','FP,14711,1507051167.90258','FP,14705,1507051168.18616','FP,14711,1507051168.50277','FP,14748,1507051170.86936']"
F9B79E1E-3B62-4FAA-80B7-AE171770EBD5	
FA3A044E-F93B-4418-B865-541878495777	
FA8E6CBB-148A-4609-AFB5-9F96CBCF310C	"['BG,0,1494021353.03729','FG,0,1494021356.76747','TB,0,1494022028.85229','TF,0,1494022030.88673','TPC,0,1494022033.90219','TBP,0,1494022036.12088','TFP,0,1494022039.17111','BG,0,1494022085.73809','FG,0,1494022095.75476','BP,795,1494022103.8189','P,678,1494022117.80214','C,678,1494022118.35159','BG,0,1494022428.68426','FG,0,1494022432.52514','BG,0,1494022773.0352','FG,0,1494022776.27433','B,11792,1494022790.18466','P,14923,1494022991.57391','C,14923,1494022992.3986']"
FC42ED5E-D7AB-498A-99C2-DCEC30DF88C5	"['TB,0,1494006354.38402','TF,0,1494006356.98395','TPC,0,1494006360.4875','TBP,0,1494006363.0369','TFP,0,1494006365.17814','P,405,1494006391.9394','F,405,1494006392.72275','FP,449,1494006394.17523','FP,694,1494006394.69171','FP,1089,1494006395.00803','FP,1439,1494006395.25852','FP,1492,1494006395.49008','FP,1925,1494006395.90878','FP,2564,1494006396.10626','FP,3450,1494006396.32287','FP,3950,1494006396.53923','FP,4465,1494006396.73922','FP,4793,1494006396.94007','FP,5623,1494006397.34136','FP,5655,1494006397.57492','FP,6011,1494006397.80623','FP,6539,1494006398.05693','FP,6914,1494006398.30704','FP,7504,1494006398.54067','FP,8345,1494006398.79092','FP,9041,1494006399.04183','FP,9089,1494006399.27376','FP,9491,1494006399.48981','FP,10536,1494006399.72318','FP,11255,1494006399.95717','FP,12023,1494006400.19004','FP,12616,1494006400.42354','FP,13226,1494006400.65664','FP,14136,1494006400.87357','FP,14319,1494006401.1067','FP,14705,1494006401.32346','FP,14705,1494006401.55678','FP,14714,1494006402.02566','FP,14711,1494006402.3258','FP,14711,1494006402.70898','FP,14711,1494006403.02636','F,14733,1494006404.52467','F,14846,1494006406.95805','F,14923,1494006408.17476','F,15023,1494006409.24138','F,15102,1494006410.34265','F,15211,1494006411.23947','FP,15333,1494006412.19141','FP,15333,1494006413.30791','F,15333,1494006414.20894','F,15403,1494006415.44251','F,15471,1494006417.24257','F,15489,1494006417.97676','F,15493,1494006418.54308']"
FC785280-CFFB-4661-AD9B-F1F26042C176	"['TB,0,1493771973.25491','TF,0,1493771975.39646','TPC,0,1493771977.91531','TFP,0,1493771986.83583','TBP,0,1493771989.2036','TFP,0,1493771992.18834','TBP,0,1493771994.97322','P,732,1493772039.64652','C,732,1493772103.23975','P,1354,1493772138.60138','C,1354,1493772190.57639','P,3685,1493772328.38107','C,3685,1493772368.06659','P,7893,1493772615.39135','P,7912,1493772616.37517','C,7912,1493772636.43602','P,9955,1493772760.01357','C,9955,1493772774.63813']"
FD03B8A9-82CA-49AE-8DD8-A69DE77DE94B	
FFC452A9-74EA-4455-8521-5E7BFDB74D4F	"['BG,0,1507645282.39625','FG,0,1507645287.97811','P,50,1507645909.19672','C,50,1507645909.51379','B,77,1507645911.14715','B,209,1507645923.81894','F,19,1507645924.58261','F,27,1507645925.29937','F,227,1507645925.96407','F,312,1507645926.46598','F,429,1507645927.04883','B,552,1507645927.63355','B,423,1507645927.93053','B,307,1507645928.16416','B,220,1507645928.39739','B,27,1507645928.63051','B,10,1507645928.8648','B,0,1507645929.14913','B,0,1507645929.36572','B,0,1507645929.59882','B,0,1507645929.88216','B,0,1507645930.14876','B,694,1507645970.83361','B,552,1507645971.21861','F,439,1507645972.46688','B,2690,1507646097.87087','B,2577,1507646098.73722','B,3544,1507646159.22289','B,3281,1507646161.07232','B,2955,1507646161.82283','B,3575,1507646206.0257','B,5187,1507646307.77641','B,4901,1507646308.10822','B,7455,1507646465.91472','BG,0,1507646646.20944','FG,0,1507646650.18078','B,10232,1507646655.37489','P,10440,1507646680.06307','C,10440,1507646680.97631','P,11935,1507646767.73179','C,11935,1507646767.929','P,14002,1507646889.43394','C,14002,1507646889.59904']"
